type,obfuscated_package,obfuscated_class,meaningful_name,notes
class,com.corrodinggames.rts.gameFramework.w,EffectConfig,EffectConfig,v18.3: 特效配置 (33条映射)
class,com.corrodinggames.rts.game.units.custom.d.b,CustomActionBase,CustomActionBase,v18.3: 自定义动作基类 (31条映射)
class,com.corrodinggames.rts.gameFramework.j.c,PacketDecoder,PacketDecoder,v18.3: 数据包解码器 (42条映射)
class,com.corrodinggames.rts.gameFramework.n.f,GameStateSerializer,GameStateSerializer,v18.3: 游戏状态序列化 (37条映射)
class,com.corrodinggames.rts.game.units.UnitType,UnitType,UnitType,v18.3: 单位类型 (已命名类)
class,com.corrodinggames.rts.game.units.custom,l,ModUnitRegistry,v18.3-verified
class,com.corrodinggames.rts.game.units,am,UnitInstance,v18.3-verified
class,com.corrodinggames.rts.game.units,y,MobileUnit,"v19.101 仲裁: extends AbstractUnitBase的抽象移动单位层(5131行迷雾/移动/路径行为); d.d/w/x坦克士兵extends y; 与as=UnitType接口(类型定义)区分; 原UnitType映射移交as; 03侧UnitType.java(5108行)暂不改名(466文件引用, 待批处理)"
class,com.corrodinggames.rts.game,n,PlayerState,v18.3-verified
class,com.corrodinggames.rts.gameFramework,l,GlobalState,v18.3-verified
class,com.corrodinggames.rts.game.units.custom,j,CustomUnitType,v18.3-verified
class,com.corrodinggames.rts.gameFramework.j,ad,NetEngine,v18.3-verified
class,com.corrodinggames.rts.game,f,MovementController,v18.3-verified
class,com.corrodinggames.rts.gameFramework,SettingsEngine,SettingsEngine,v18.3-verified
class,com.corrodinggames.rts.game.units.custom,bn,ModUnitLoader,v18.3-verified
class,com.corrodinggames.rts.game.a,a,AIStrategy,v18.3-verified
class,com.corrodinggames.rts.game.b,b,MapEngine,v19.99 T0仲裁: 132地图字符串(--- Loading map ---/Could not find map/Error exporting map/.tmx) + 2252行 + 崩溃堆栈加载主方法b.a(2252); 与k=TileEntry重复映射消除; 与03侧MapEngine.java命名统一
class,com.corrodinggames.rts.game.units,ar,UnitRegistry,v19.99 T0仲裁: 137字符串(unit:/AntiNukeLaucher/.name/HTML帮助模板/Attack Range) + Debug.createUnit按键查询 + supplement成员已用UnitRegistry语义; 原ResourceUnit撤销
class,com.corrodinggames.rts.game.a,g,CombatAction,v18.3-verified
class,com.corrodinggames.rts.game,i,GameEngine,v19.98 T0仲裁: 常量池 GameEngine:init() + 16引擎字段(bX=NetworkEngine/cb=ReplayEngine等) + JFR 60%帧热路径; 原GameInputHandler映射撤销
class,com.corrodinggames.rts.game.a,i,CombatMain,v18.3-verified
class,com.corrodinggames.rts.game.units.custom,ba,TraitValueBuilder,v18.3-verified
class,com.corrodinggames.rts.game.units,h,Factory,v18.3-verified
class,com.corrodinggames.rts.game.units.d,d,BuildSlot,v18.3-verified
class,com.corrodinggames.rts.gameFramework,f,GameUtils,"v19.110 修正: 127 strictfp 方法 javap 1:1 (i(float,float)=fast_atan2查表/j=sin/k=cos), GameRenderer 另属他类"
class,com.corrodinggames.rts.game.units.custom.e,a,LogicBoolean,v18.3-verified
class,com.corrodinggames.rts.game.units.d,e,CommandCenter,v18.3-verified
class,com.corrodinggames.rts.game.units.custom.b,n,UnitTrait,v18.3-verified
class,com.corrodinggames.rts.game,GameSettings,GameSettings,v18.3-verified
class,com.corrodinggames.rts.gameFramework,e,Command,v18.3-verified
class,com.corrodinggames.rts.gameFramework,w,EffectConfig,v18.3-verified
class,com.corrodinggames.rts.game.units.custom.d,b,CustomActionBase,v18.3-verified
class,com.corrodinggames.rts.gameFramework.j,c,PacketDecoder,v18.3-verified
class,com.corrodinggames.rts.gameFramework.n,f,AIWaveSystem,"aicore 身份固化 (Agent C v19.78-81, 03 树已应用 aicore/AIWaveSystem.java; 原 v18.3 GameStateSerializer 为旧误标, 03 无此文件). real_pkg: com.corrodinggames.rts.gameFramework.aicore"
class,com.corrodinggames.rts.game.units,UnitType,UnitType,v18.3-verified
class,com.corrodinggames.rts.gameFramework.rendering,e,BitmapTexture,v18.3: bytecode-verified class name
class,com.corrodinggames.rts.gameFramework.rendering,y,BitmapFont,v18.3: bytecode-verified class name
class,com.corrodinggames.rts.gameFramework.effects,d,SoundEffect,v18.3: bytecode-verified class name
class,com.corrodinggames.rts.gameFramework.effects,e,ShaderEffect,v18.3: bytecode-verified class name
class,com.corrodinggames.rts.gameFramework.effects,f,EffectInstance,v18.3: bytecode-verified class name
class,com.corrodinggames.rts.gameFramework.effects,h,RenderLayer,v18.3: bytecode-verified class name
class,com.corrodinggames.rts.gameFramework.effects,a,EffectBase,v18.3: bytecode-verified class name
class,com.corrodinggames.rts.gameFramework.ui,a,UIContextMenu,v18.3: bytecode-verified class name
class,com.corrodinggames.rts.gameFramework.ui,b,UIPanel,v18.3: bytecode-verified class name
class,com.corrodinggames.rts.gameFramework.ui,d,UILabel,v18.3: bytecode-verified class name
class,com.corrodinggames.rts.gameFramework.ui,f,UIScrollBar,v18.3: bytecode-verified class name
class,com.corrodinggames.rts.gameFramework.ui,j,UITextField,v18.3: bytecode-verified class name
class,com.corrodinggames.rts.gameFramework.ui,k,UICheckBox,v18.3: bytecode-verified class name
class,com.corrodinggames.rts.gameFramework.platform,b,PlatformInput,v18.3: bytecode-verified class name
class,com.corrodinggames.rts.gameFramework.platform,e,PlatformAudio,v18.3: bytecode-verified class name
class,com.corrodinggames.rts.gameFramework.modinfo,b,ModMetadata,v18.3: bytecode-verified class name
class,com.corrodinggames.rts.gameFramework.network,k,PacketHandler,v18.3: bytecode-verified class name
class,com.corrodinggames.rts.gameFramework.opengl,l,GLFrameBuffer,v18.3: bytecode-verified class name
class,com.corrodinggames.rts.gameFramework.rendering,l,SpriteHandle,v18.3: real_pkg:com.corrodinggames.rts.gameFramework.m.l
class,com.corrodinggames.rts.gameFramework.opengl,b,GLTexture,v18.3: real_pkg:com.corrodinggames.rts.gameFramework.k.b
class,com.corrodinggames.rts.gameFramework.ui,c,UIComponent,v18.3: real_pkg:com.corrodinggames.rts.gameFramework.f.c
class,com.corrodinggames.rts.game.units.custom.resources,b,ResourceCost,v18.3: real_pkg:com.corrodinggames.rts.game.units.custom.b.b
class,com.corrodinggames.rts.game.units.custom.resources,a,ResourceType,v18.3: real_pkg:com.corrodinggames.rts.game.units.custom.b.a
class,com.corrodinggames.rts.game.units.actions,a,ActionBase,v18.3: real_pkg:com.corrodinggames.rts.game.units.a.a
class,com.corrodinggames.rts.game.units.actions,c,ActionConfig,v18.3: real_pkg:com.corrodinggames.rts.game.units.a.c
class,com.corrodinggames.rts.game.units.actions,b,ActionFilter,v18.3: real_pkg:com.corrodinggames.rts.game.units.a.b
class,com.corrodinggames.rts.game.units.actions,d,ActionTarget,v18.3: real_pkg:com.corrodinggames.rts.game.units.a.d
class,com.corrodinggames.rts.game.units.actions,e,ActionCategory,v18.3: real_pkg:com.corrodinggames.rts.game.units.a.e
class,com.corrodinggames.rts.game.units.actions,f,ActionType,v18.3: real_pkg:com.corrodinggames.rts.game.units.a.f
class,com.corrodinggames.rts.game.units.buildings,a,BuildingBase,v18.3: real_pkg:com.corrodinggames.rts.game.units.b.a
class,com.corrodinggames.rts.game.units.buildings,d,BuildingSlot,v18.3: real_pkg:com.corrodinggames.rts.game.units.b.d
class,com.corrodinggames.rts.game.units.commands,d,CommandSlot,v18.3: real_pkg:com.corrodinggames.rts.game.units.d.d
class,com.corrodinggames.rts.game.units.commands,r,CommandQueue,v18.3: real_pkg:com.corrodinggames.rts.game.units.d.r
class,com.corrodinggames.rts.game.units.weapons,c,WeaponConfig,v18.3: real_pkg:com.corrodinggames.rts.game.units.e.c
class,com.corrodinggames.rts.game.units.custom,h,UnitConfig,"v19.109 javap铁证: final g[] a + 构造器h(g[]) + a()=a.length==0 与03 UnitConfig全对应 (原误标TagFilter) | v19.112 双译名裁决: TeamTagSet(v19.107)与UnitConfig(v19.109)同指custom.h, javap铁证g[]=TeamTag[] → 废除TeamTagSet统一UnitConfig; 03 TagFilter.tagName/tagValue/custom.l O/P/aS/cH/eP/ev/ew/custom.j.ed/custom.bn.O/P 全改正"
class,com.corrodinggames.rts.gameFramework.utility,y,PathfindingUtils,"v19.110 修正: a(int,int)/b(int,int) boolean + Paint 方法 javap 铁证 (原DataBuffer误标)"
class,com.corrodinggames.rts.java.b,a,CommonGuiEngine,main-deobf-anchored: Main.class 用法/字节码锚定 (2026-08-16): 类内自证 (异常消息); 03 树 TextureProxy 有误
class,com.corrodinggames.rts.java.d,a,SlickLibRocket,main-deobf-anchored: Main.class 用法/字节码锚定 (2026-08-16): 类内自证 (异常消息); 03 树 filesystem.a 有误
class,com.corrodinggames.rts.a,a,DebugServer,main-deobf-anchored: Main.class 用法/字节码锚定 (2026-08-16): ServerSocket 调试服务器 + 脚本队列 (-debug/-debugscript)
class,com.corrodinggames.rts.gameFramework.utility,aj,MainThreadTaskQueue,"main-deobf-anchored: Main.class 用法/字节码锚定 (2026-08-16): ConcurrentLinkedQueue<Runnable>, a(Runnable) 入队 a() 全执行"
class,com.corrodinggames.rts.gameFramework.utility,l,BufferedLineReader,"main-deobf-anchored: Main.class 用法/字节码锚定 (2026-08-16): Reader 包装, a() 读一行"
class,org.a.a.a,c,PrimitiveCollection,joda-primitives 库 (org.joda.* ProGuard 混淆): 字节码接口层级+方法签名完全吻合 (FloatList: subList/listIterator/get->Float; 3原始类型 Float/Int/Short). real_pkg: org.joda.primitives
class,org.a.a.a,a,FloatCollection,joda-primitives 库 (org.joda.* ProGuard 混淆): 字节码接口层级+方法签名完全吻合 (FloatList: subList/listIterator/get->Float; 3原始类型 Float/Int/Short). real_pkg: org.joda.primitives.collection
class,org.a.a.a,b,IntCollection,joda-primitives 库 (org.joda.* ProGuard 混淆): 字节码接口层级+方法签名完全吻合 (FloatList: subList/listIterator/get->Float; 3原始类型 Float/Int/Short). real_pkg: org.joda.primitives.collection
class,org.a.a.a,d,ShortCollection,joda-primitives 库 (org.joda.* ProGuard 混淆): 字节码接口层级+方法签名完全吻合 (FloatList: subList/listIterator/get->Float; 3原始类型 Float/Int/Short). real_pkg: org.joda.primitives.collection
class,org.a.a.b,a,FloatIterable,joda-primitives 库 (org.joda.* ProGuard 混淆): 字节码接口层级+方法签名完全吻合 (FloatList: subList/listIterator/get->Float; 3原始类型 Float/Int/Short). real_pkg: org.joda.primitives.collection
class,org.a.a.b,b,IntIterable,joda-primitives 库 (org.joda.* ProGuard 混淆): 字节码接口层级+方法签名完全吻合 (FloatList: subList/listIterator/get->Float; 3原始类型 Float/Int/Short). real_pkg: org.joda.primitives.collection
class,org.a.a.b,c,ShortIterable,joda-primitives 库 (org.joda.* ProGuard 混淆): 字节码接口层级+方法签名完全吻合 (FloatList: subList/listIterator/get->Float; 3原始类型 Float/Int/Short). real_pkg: org.joda.primitives.collection
class,org.a.a.c,d,ShortIterator,joda-primitives 库 (org.joda.* ProGuard 混淆): 字节码接口层级+方法签名完全吻合 (FloatList: subList/listIterator/get->Float; 3原始类型 Float/Int/Short). real_pkg: org.joda.primitives.iterator
class,org.a.a.d,c,PrimitiveList,joda-primitives 库 (org.joda.* ProGuard 混淆): 字节码接口层级+方法签名完全吻合 (FloatList: subList/listIterator/get->Float; 3原始类型 Float/Int/Short). real_pkg: org.joda.primitives
class,org.a.a.d,a,FloatList,joda-primitives 库 (org.joda.* ProGuard 混淆): 字节码接口层级+方法签名完全吻合 (FloatList: subList/listIterator/get->Float; 3原始类型 Float/Int/Short). real_pkg: org.joda.primitives.list
class,org.a.a.d,b,IntList,joda-primitives 库 (org.joda.* ProGuard 混淆): 字节码接口层级+方法签名完全吻合 (FloatList: subList/listIterator/get->Float; 3原始类型 Float/Int/Short). real_pkg: org.joda.primitives.list
class,org.a.a.d,d,ShortList,joda-primitives 库 (org.joda.* ProGuard 混淆): 字节码接口层级+方法签名完全吻合 (FloatList: subList/listIterator/get->Float; 3原始类型 Float/Int/Short). real_pkg: org.joda.primitives.list
class,org.a.a.e,c,PrimitiveListIterator,joda-primitives 库 (org.joda.* ProGuard 混淆): 字节码接口层级+方法签名完全吻合 (FloatList: subList/listIterator/get->Float; 3原始类型 Float/Int/Short). real_pkg: org.joda.primitives
class,org.a.a.e,a,FloatListIterator,joda-primitives 库 (org.joda.* ProGuard 混淆): 字节码接口层级+方法签名完全吻合 (FloatList: subList/listIterator/get->Float; 3原始类型 Float/Int/Short). real_pkg: org.joda.primitives.iterator
class,org.a.a.e,b,IntListIterator,joda-primitives 库 (org.joda.* ProGuard 混淆): 字节码接口层级+方法签名完全吻合 (FloatList: subList/listIterator/get->Float; 3原始类型 Float/Int/Short). real_pkg: org.joda.primitives.iterator
class,org.a.a.e,d,ShortListIterator,joda-primitives 库 (org.joda.* ProGuard 混淆): 字节码接口层级+方法签名完全吻合 (FloatList: subList/listIterator/get->Float; 3原始类型 Float/Int/Short). real_pkg: org.joda.primitives.iterator
class,com.corrodinggames.rts.gameFramework.n,a,AITask,"aicore 身份固化 (Agent C v19.78-81, 03 树已应用; 此前直接写 identity-index.json 重建丢失, 2026-08-16 回填). real_pkg: com.corrodinggames.rts.gameFramework.aicore"
class,com.corrodinggames.rts.gameFramework.n,b,AITaskQueue,"aicore 身份固化 (Agent C v19.78-81, 03 树已应用; 此前直接写 identity-index.json 重建丢失, 2026-08-16 回填). real_pkg: com.corrodinggames.rts.gameFramework.aicore"
class,com.corrodinggames.rts.gameFramework.n,c,MissionParser,"aicore 身份固化 (Agent C v19.78-81, 03 树已应用; 此前直接写 identity-index.json 重建丢失, 2026-08-16 回填). real_pkg: com.corrodinggames.rts.gameFramework.aicore"
class,com.corrodinggames.rts.gameFramework.n,d,MissionExecutor,"aicore 身份固化 (Agent C v19.78-81, 03 树已应用; 此前直接写 identity-index.json 重建丢失, 2026-08-16 回填). real_pkg: com.corrodinggames.rts.gameFramework.aicore"
class,com.corrodinggames.rts.gameFramework.n,e,MissionEvent,"aicore 身份固化 (Agent C v19.78-81, 03 树已应用; 此前直接写 identity-index.json 重建丢失, 2026-08-16 回填). real_pkg: com.corrodinggames.rts.gameFramework.aicore"
class,com.corrodinggames.rts.gameFramework.n,h,AIDifficulty,"aicore 身份固化 (Agent C v19.78-81, 03 树已应用; 此前直接写 identity-index.json 重建丢失, 2026-08-16 回填). real_pkg: com.corrodinggames.rts.gameFramework.aicore"
class,com.corrodinggames.rts.gameFramework.n,i,AISpawnList,"aicore 身份固化 (Agent C v19.78-81, 03 树已应用; 此前直接写 identity-index.json 重建丢失, 2026-08-16 回填). real_pkg: com.corrodinggames.rts.gameFramework.aicore"
class,com.corrodinggames.rts.gameFramework.n,j,SpawnEntry,"aicore 身份固化 (Agent C v19.78-81, 03 树已应用; 此前直接写 identity-index.json 重建丢失, 2026-08-16 回填). real_pkg: com.corrodinggames.rts.gameFramework.aicore"
class,com.corrodinggames.rts.gameFramework.n,k,SpawnWeight,"aicore 身份固化 (Agent C v19.78-81, 03 树已应用; 此前直接写 identity-index.json 重建丢失, 2026-08-16 回填). real_pkg: com.corrodinggames.rts.gameFramework.aicore"
class,com.corrodinggames.rts.gameFramework.n,l,TargetFilter,"aicore 身份固化 (Agent C v19.78-81, 03 树已应用; 此前直接写 identity-index.json 重建丢失, 2026-08-16 回填). real_pkg: com.corrodinggames.rts.gameFramework.aicore"
class,com.corrodinggames.rts.gameFramework.n,m,TaskStatus,"aicore 身份固化 (Agent C v19.78-81, 03 树已应用; 此前直接写 identity-index.json 重建丢失, 2026-08-16 回填). real_pkg: com.corrodinggames.rts.gameFramework.aicore"
class,com.corrodinggames.rts.gameFramework.n,e$1,MissionEvent$1,"aicore 身份固化 (Agent C v19.78-81, 03 树已应用; 此前直接写 identity-index.json 重建丢失, 2026-08-16 回填) (03 位置 ai/). real_pkg: com.corrodinggames.rts.gameFramework.ai"
class,com.corrodinggames.rts.gameFramework.n,e$2,MissionEvent$2,"aicore 身份固化 (Agent C v19.78-81, 03 树已应用; 此前直接写 identity-index.json 重建丢失, 2026-08-16 回填) (03 位置 ai/). real_pkg: com.corrodinggames.rts.gameFramework.ai"
