jar_fqn,status,file_03
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$MaxHpBoolean,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$MaxHpBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$MaxMoveSpeedBoolean,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$MaxMoveSpeedBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$MaxShieldBoolean,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$MaxShieldBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$MovingBoolean,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$MovingBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$NumberOfAttachedUnitsBoolean,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$NumberOfAttachedUnitsBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$NumberOfConnectionsBoolean,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$NumberOfConnectionsBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$NumberOfQueuedWaypoints,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$NumberOfQueuedWaypoints.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$NumberOfUnitsInEnemyOrAllyTeam,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$NumberOfUnitsInEnemyOrAllyTeam.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$NumberOfUnitsInEnemyOrAllyTeam$HandleCallbackCountAlly,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$NumberOfUnitsInEnemyOrAllyTeam$HandleCallbackCountAlly.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$NumberOfUnitsInEnemyOrAllyTeam$HandleCallbackCountEnemies,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$NumberOfUnitsInEnemyOrAllyTeam$HandleCallbackCountEnemies.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$NumberOfUnitsInTeam,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$NumberOfUnitsInTeam.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$NumberOfUnitsInTeam$HandleCallbackCount,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$NumberOfUnitsInTeam$HandleCallbackCount.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$OverCliftBoolean,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$OverCliftBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$OverLiquidBoolean,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$OverLiquidBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$OverPassableTileBoolean,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$OverPassableTileBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$OverWaterBoolean,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$OverWaterBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$PositionXBoolean,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$PositionXBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$PositionYBoolean,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$PositionYBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$PriceCreditsBoolean,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$PriceCreditsBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$QueueSize,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$QueueSize.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$ResourceCountBoolean,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$ResourceCountBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$ResourceScope,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$ResourceScope.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$RotationBoolean,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$RotationBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$ShieldBoolean,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$ShieldBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$SpeedBoolean,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$SpeedBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$SpeedValueBoolean,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$SpeedValueBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$TagsBoolean,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$TagsBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$TeamDefeatedTechBoolean,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$TeamDefeatedTechBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$TeamIdBoolean,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$TeamIdBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$TeamTagBoolean,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$TeamTagBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$TeamVictoryBoolean,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$TeamVictoryBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$TeamWipedOutBoolean,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$TeamWipedOutBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$ThisActionRepeatedCount,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$ThisActionRepeatedCount.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$TimeAliveBoolean,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$TimeAliveBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$TouchWaterBoolean,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$TouchWaterBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$TransportingCountBoolean,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$TransportingCountBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$TransportingUnitWithTagsBoolean,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$TransportingUnitWithTagsBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$UnitIdBoolean,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$UnitIdBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$isDead,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$isDead.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$isEnergyRechargingBoolean,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$isEnergyRechargingBoolean.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanGameFunctions$isTransportUnloading,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanGameFunctions$isTransportUnloading.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanLoader,obf-hit,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanLoader.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanLoader$ArrayContextReader,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanLoader$ArrayContextReader.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanLoader$ArrayContextReader$ArrayContains,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanLoader$ArrayContextReader$ArrayContains.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanLoader$ArrayContextReader$ArrayFunction,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanLoader$ArrayContextReader$ArrayFunction.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanLoader$ArrayContextReader$ArrayGet,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanLoader$ArrayContextReader$ArrayGet.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanLoader$ArrayContextReader$ArrayGetUnit,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanLoader$ArrayContextReader$ArrayGetUnit.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanLoader$ArrayContextReader$ArraySize,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanLoader$ArrayContextReader$ArraySize.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanLoader$DefaultContextReader,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanLoader$DefaultContextReader.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanLoader$LogicBooleanContext,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanLoader$LogicBooleanContext.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanLoader$LogicBooleanContextWithDefault,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanLoader$LogicBooleanContextWithDefault.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanLoader$LogicBooleanScopeOnly,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanLoader$LogicBooleanScopeOnly.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanLoader$ParameterMapping,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanLoader$ParameterMapping.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanLoader$ParameterMapping$FieldOrMethod,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanLoader$ParameterMapping$FieldOrMethod.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicBooleanLoader$VoidContextReader,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicBooleanLoader$VoidContextReader.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicNumberFunction,obf-hit,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicNumberFunction.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicNumberFunction$CreateMarker,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicNumberFunction$CreateMarker.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicNumberFunction$FunctionCos,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicNumberFunction$FunctionCos.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicNumberFunction$FunctionDirection,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicNumberFunction$FunctionDirection.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicNumberFunction$FunctionDirectionBetween,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicNumberFunction$FunctionDirectionBetween.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicNumberFunction$FunctionDistance,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicNumberFunction$FunctionDistance.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicNumberFunction$FunctionDistanceBetween,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicNumberFunction$FunctionDistanceBetween.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicNumberFunction$FunctionDistanceBetweenSquared,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicNumberFunction$FunctionDistanceBetweenSquared.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicNumberFunction$FunctionDistanceSquared,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicNumberFunction$FunctionDistanceSquared.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicNumberFunction$FunctionInt,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicNumberFunction$FunctionInt.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicNumberFunction$FunctionLength,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicNumberFunction$FunctionLength.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicNumberFunction$FunctionMax,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicNumberFunction$FunctionMax.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicNumberFunction$FunctionMin,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicNumberFunction$FunctionMin.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicNumberFunction$FunctionRnd,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicNumberFunction$FunctionRnd.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicNumberFunction$FunctionSin,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicNumberFunction$FunctionSin.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicNumberFunction$FunctionSquareRoot,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicNumberFunction$FunctionSquareRoot.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicNumberFunction$LogicNumberFunctionRawArgs,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicNumberFunction$LogicNumberFunctionRawArgs.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicString,obf-hit,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicString.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicString$Debug,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicString$Debug.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicString$DebugPassthrough,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicString$DebugPassthrough.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicString$LowerString,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicString$LowerString.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicString$Playername,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicString$Playername.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicString$Select,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicString$Select.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicString$StaticString,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicString$StaticString.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicString$StringCast,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicString$StringCast.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicString$StringCast$NumberToStringCast,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicString$StringCast$NumberToStringCast.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicString$Substring,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicString$Substring.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicString$TeamName,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicString$TeamName.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicString$UpperString,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicString$UpperString.java
com.corrodinggames.rts.game.units.custom.logicBooleans.LogicString$WrappingLogicString,obf-inner,com/corrodinggames/rts/game/units/custom/logicBooleans/LogicString$WrappingLogicString.java
